x,y
3360,74
3360,76
3360,78
3360,86
3360,121
3360,111
3361,182
3361,149
3362,121
3362,120
3362,130
3362,127
3362,128
3362,128
3362,127
3362,142
3362,138
3362,124
3362,133
3362,134
3362,138
3362,117
3362,119
3362,112
3362,116
3362,107
3362,112
3362,112
3362,119
3362,121
3362,124
3362,110
3362,167
3362,147
3362,157
3362,144
3362,166
3362,146
3362,141
3362,138
3362,155
3362,143
3362,145
3362,162
3362,144
3362,137
3362,152
3362,146
3362,138
3362,145
3362,142
3362,146
3362,147
3362,139
3362,171
3362,115
3363,182
3363,167
3363,182
3363,184
3363,178
3363,183
3363,174
3363,199
3363,169
3363,202
3363,209
3363,196
3363,175
3363,192
3363,201
3363,181
3363,188
3363,234
3363,183
3363,189
3363,206
3363,173
3363,225
3363,174
3363,90
3363,155
3363,169
3363,152
3363,147
3363,149
3363,151
3363,157
3363,201
3363,145
3363,182
3363,147
3363,154
3363,145
3363,145
3363,144
3363,140
3363,132
3363,131
3363,138
3363,155
3363,159
3363,155
3363,148
3364,94
3364,88
3364,92
3364,91
3364,101
3364,109
3364,114
3364,110
3364,232
3364,222
3365,183
3365,188
3365,182
3365,212
3365,200
3365,161
3365,207
3365,196
3365,158
3365,174
3365,106
3366,107
3366,116
3366,105
3366,110
3366,100
3366,92
3366,101
3366,102
3366,103
3366,98
3366,110
3366,105
3366,106
3366,87
3366,96
3366,93
3366,108
3366,99
3366,85
3366,104
3366,98
3366,135
3366,98
3366,137
3366,100
3366,179
3366,104
3366,91
3366,114
3366,125
3367,116
3367,120
3367,118
3367,115
3367,138
3367,112
3367,119
3367,125
3367,117
3367,118
3367,105
3367,164
3367,108
3367,134
3367,140
3367,110
3367,117
3367,122
3367,124
3367,121
3367,125
3367,131
3367,117
3367,113
3367,113
3368,79
3368,111
3368,98
3368,143
3368,94
3368,93
3368,98
3368,93
3368,88
3368,114
3368,125
3368,98
3368,109
3368,111
3368,103
3368,90
3368,94
3368,116
3368,92
3368,98
3368,107
3368,118
3368,127
3368,120
3368,101
3368,105
3368,111
3368,125
3368,166
3369,100
3369,87
3369,80
3369,94
3369,214
3369,201
3369,217
3369,186
3369,198
3369,210
3369,199
3369,217
3369,181
3369,244
3369,205
3369,227
3369,202
3369,216
3369,202
3492,186
3492,191
3492,183
3492,158
3492,179
3492,163
3496,51
3498,137
3498,137
3498,147
3498,129
3498,153
3498,130
3498,123
3498,138
3498,120
3498,121
3498,172
3498,119
3498,121
3498,109
3498,120
3498,125
3498,182
3498,120
3498,121
3498,123
3498,166
3498,122
